Identifier	Synonym
Cre07.g356250	CYP741A1
Cre07.g355500	
Cre07.g350450	
Cre07.g328050	
Cre07.g356950	
Cre07.g349200	
Cre07.g332025	
Cre07.g345400	FAP70
Cre07.g339876	
Cre07.g340000	
Cre07.g347850	
Cre07.g328500	ARS17
Cre07.g316992	
Cre07.g347000	
Cre07.g327450	DNJ34
Cre07.g342352	
Cre07.g314100	
Cre07.g348300	
Cre07.g347800	
Cre07.g320600	
Cre07.g356980	
Cre07.g351400	MCM10
Cre07.g329217	
Cre07.g316000	
Cre07.g337582	
Cre07.g326700	
Cre07.g350350	FAP217
Cre07.g339050	NSG11
Cre07.g313500	
Cre07.g325450	
Cre07.g326450	VPS5B
Cre07.g331600	
Cre07.g324800	SNE6
Cre07.g319001	
Cre07.g325950	ZSP1
Cre07.g332600	
Cre07.g315250	CSG5
Cre07.g333100	
Cre07.g339400	
Cre07.g320250	
Cre07.g328300	
Cre07.g326250	
Cre07.g331200	
Cre07.g335400	
Cre07.g325600	GRX5
Cre07.g337914	
Cre07.g332275	
Cre07.g337676	
Cre07.g355650	AMT6
Cre07.g317250	CHI5
Cre07.g332786	PSL2
Cre07.g324300	
Cre07.g328226	
Cre07.g329800	HSFL
Cre07.g336800	
Cre07.g331962	
Cre07.g345550	
Cre07.g322376	
Cre07.g328550	VPS18
Cre07.g316850	MCM4
Cre07.g323500	
Cre07.g354075	
Cre07.g340750	EXN11
Cre07.g336550	
Cre07.g330450	MRPL24
Cre07.g338250	
Cre07.g330800	OPR30
Cre07.g324650	
Cre07.g322750	
Cre07.g315500	
Cre07.g354700	CSC4
Cre07.g351500	
Cre07.g350050	
Cre07.g337850	
Cre07.g318300	
Cre07.g330700	FAP91
Cre07.g345001	
Cre07.g353150	
Cre07.g325720	
Cre07.g325715	
Cre07.g329000	CPLD47
Cre07.g353950	
Cre07.g313850	
Cre07.g356900	
Cre07.g354350	CYP743B1
Cre07.g319002	
Cre07.g331401	
Cre07.g323200	
Cre07.g342150	HEMA1
Cre07.g340650	CGL149
Cre07.g326950	
Cre07.g350451	
Cre07.g323900	
Cre07.g336950	PHO2
Cre07.g338950	
Cre07.g351650	FAP20
Cre07.g313185	
Cre07.g346933	
Cre07.g352300	
Cre07.g352500	
Cre07.g315350	
Cre07.g355750	
Cre07.g325747	
Cre07.g330300	
Cre07.g320800	
Cre07.g357800	CCDA1
Cre07.g321600	
Cre07.g321400	MAW6
Cre07.g347700	
Cre07.g348650	CYG65
Cre07.g313000	
Cre07.g344800	CSB33
Cre07.g349000	
Cre07.g325757	
Cre07.g341154	
Cre07.g342750	
Cre07.g334750	
Cre07.g312701	
Cre07.g314950	RPC34
Cre07.g354750	
Cre07.g325741	PTB2
Cre07.g327900	
Cre07.g339950	
Cre07.g323750	
Cre07.g335200	EFG12
Cre07.g328450	
Cre07.g327079	
Cre07.g338300	FBB14
Cre07.g319320	
Cre07.g349167	
Cre07.g325812	MAW1
Cre07.g313600	CGL33A
Cre07.g329476	
Cre07.g342350	PDE14
Cre07.g346250	
Cre07.g346350	
Cre07.g321000	CYG14
Cre07.g356150	
Cre07.g342920	
Cre07.g325026	
Cre07.g346750	PUS14
Cre07.g312350	POLA4
Cre07.g323326	
Cre07.g331700	
Cre07.g325350	KIN10-1
Cre07.g344634	
Cre07.g327300	
Cre07.g318750	PURM
Cre07.g355250	WEE1
Cre07.g356450	
Cre07.g334150	
Cre07.g317950	
Cre07.g351950	ZRT1
Cre07.g344300	
Cre07.g348200	SPH3
Cre07.g333816	
Cre07.g333570	
Cre07.g340100	MOT13
Cre07.g357500	
Cre07.g314751	
Cre07.g348450	
Cre07.g351750	
Cre07.g313250	
Cre07.g346418	
Cre07.g318426	
Cre07.g356650	
Cre07.g320050	PTK1
Cre07.g345650	
Cre07.g357600	
Cre07.g313950	
Cre07.g349966	
Cre07.g317350	
Cre07.g319100	TEF18
Cre07.g346150	
Cre07.g343850	
Cre07.g334600	CGL20
Cre07.g356350	DXS1
Cre07.g327317	
Cre07.g320850	
Cre07.g325717	
Cre07.g331850	
Cre07.g317438	
Cre07.g326350	
Cre07.g312900	
Cre07.g312500	
Cre07.g355100	ZIP1
Cre07.g324400	VPS24
Cre07.g351825	PTK12
Cre07.g328700	
Cre07.g341554	
Cre07.g347450	
Cre07.g318850	HSP22B
Cre07.g312400	KDG1
Cre07.g334450	
Cre07.g332650	NCT1
Cre07.g315050	GGH1
Cre07.g325762	DRC11
Cre07.g344172	
Cre07.g347150	
Cre07.g354150	MFT22
Cre07.g318050	
Cre07.g344250	CSG9
Cre07.g329750	
Cre07.g341925	
Cre07.g350900	
Cre07.g352800	
Cre07.g321300	
Cre07.g344186	
Cre07.g326833	
Cre07.g337750	EBM5
Cre07.g342552	
Cre07.g342551	
Cre07.g351200	
Cre07.g338700	
Cre07.g331150	
Cre07.g349800	
Cre07.g329900	COP8
Cre07.g340550	
Cre07.g325250	
Cre07.g315100	
Cre07.g341700	
Cre07.g330900	
Cre07.g332500	AXT2
Cre07.g345450	
Cre07.g325722	
Cre07.g348750	
Cre07.g317750	
Cre07.g320450	
Cre07.g338750	
Cre07.g322850	
Cre07.g358001	
Cre07.g325726	
Cre07.g343200	
Cre07.g335451	
Cre07.g325733	
Cre07.g322884	
Cre07.g341800	CGL107
Cre07.g329233	
Cre07.g327800	
Cre07.g357876	
Cre07.g321700	ADH3
Cre07.g347550	
Cre07.g334700	
Cre07.g317500	
Cre07.g344900	
Cre07.g347980	
Cre07.g318651	AOF4
Cre07.g312100	
Cre07.g349400	
Cre07.g349137	
Cre07.g348350	PWR8
Cre07.g356101	
Cre07.g346900	
Cre07.g316725	
Cre07.g325749	
Cre07.g315432	CSG3
Cre07.g335500	
Cre07.g343433	OGD4
Cre07.g352250	HEL42
Cre07.g314250	
Cre07.g342900	
Cre07.g332100	
Cre07.g320150	ERJ1
Cre07.g332250	
Cre07.g340450	PKHD1
Cre07.g334800	FDX4
Cre07.g336150	
Cre07.g323100	
Cre07.g342400	
Cre07.g357100	
Cre07.g313350	
Cre07.g328400	
Cre07.g316550	
Cre07.g352075	
Cre07.g323400	
Cre07.g335100	
Cre07.g325738	
Cre07.g329550	VFL5
Cre07.g333675	
Cre07.g325746	RPL38
Cre07.g336900	
Cre07.g325739	
Cre07.g337250	
Cre07.g312800	
Cre07.g331475	
Cre07.g336650	MLH3
Cre07.g341050	
Cre07.g332851	SELM2
Cre07.g353050	
Cre07.g331800	CGL79
Cre07.g338100	
Cre07.g316200	
Cre07.g312550	
Cre07.g319650	FXL4
Cre07.g315600	
Cre07.g333746	
Cre07.g314833	
Cre07.g330500	
Cre07.g350652	
Cre07.g346672	
Cre07.g354250	PGK2
Cre07.g326750	
Cre07.g357157	
Cre07.g327100	
Cre07.g339633	DNJ20
Cre07.g327350	CDPK8
Cre07.g325711	
Cre07.g345050	
Cre07.g326500	
Cre07.g335226	
Cre07.g325744	
Cre07.g314300	
Cre07.g315700	FKB16-1
Cre07.g341150	
Cre07.g324866	
Cre07.g312950	HEL32
Cre07.g329400	
Cre07.g350867	
Cre07.g327600	
Cre07.g325753	
Cre07.g331050	
Cre07.g329650	
Cre07.g350976	
Cre07.g348100	
Cre07.g349350	
Cre07.g343933	EBM6
Cre07.g342052	
Cre07.g313700	TSE2
Cre07.g319800	
Cre07.g333400	MMP23
Cre07.g322300	XPD4
Cre07.g329600	
Cre07.g325735	
Cre07.g355400	CDKH1
Cre07.g334350	
Cre07.g323050	PEN2
Cre07.g322550	FAP240
Cre07.g345350	
Cre07.g329277	
Cre07.g352550	RDP3
Cre07.g324150	
Cre07.g344450	
Cre07.g325729	
Cre07.g341556	
Cre07.g337100	
Cre07.g342600	
Cre07.g323700	
Cre07.g314050	
Cre07.g347250	FIP37B
Cre07.g329100	
Cre07.g356000	
Cre07.g347750	
Cre07.g340150	
Cre07.g337516	
Cre07.g357150	CYP24
Cre07.g323000	DP1
Cre07.g352150	
Cre07.g327976	
Cre07.g346317	
Cre07.g339554	
Cre07.g348040	
Cre07.g313450	
Cre07.g325732	OPR109
Cre07.g356800	OPR33
Cre07.g332084	
Cre07.g328075	
Cre07.g320550	FAE4
Cre07.g349700	
Cre07.g325150	TGL12
Cre07.g346100	
Cre07.g344100	
Cre07.g318209	
Cre07.g355550	
Cre07.g356283	
Cre07.g348250	
Cre07.g321800	
Cre07.g322000	CSD2
Cre07.g317864	
Cre07.g331550	PST1
Cre07.g331000	
Cre07.g326400	
Cre07.g353325	
Cre07.g334900	
Cre07.g346000	
Cre07.g349600	ISCA2
Cre07.g330100	GTR25
Cre07.g320093	
Cre07.g321200	
Cre07.g337400	
Cre07.g335000	
Cre07.g328850	CNK8
Cre07.g340850	CYP743A2
Cre07.g316600	MKP5
Cre07.g324500	MMP22
Cre07.g323890	
Cre07.g319400	
Cre07.g319250	
Cre07.g338000	MCM2
Cre07.g314500	
Cre07.g314400	
Cre07.g327750	TRP3
Cre07.g333850	
Cre07.g355900	
Cre07.g332400	
Cre07.g351800	PTK12
Cre07.g315200	RET1
Cre07.g338850	
Cre07.g325758	
Cre07.g335550	
Cre07.g336300	
Cre07.g341950	
Cre07.g337050	
Cre07.g354600	
Cre07.g317421	
Cre07.g325761	
Cre07.g354100	HAT4
Cre07.g357700	
Cre07.g345000	
Cre07.g313143	
Cre07.g316500	
Cre07.g336750	
Cre07.g322650	
Cre07.g312150	
Cre07.g341850	INFB
Cre07.g353500	CGLD5A
Cre07.g319330	
Cre07.g335300	KAS2
Cre07.g345800	
Cre07.g345500	
Cre07.g353750	MMP10
Cre07.g336250	
Cre07.g312600	
Cre07.g324050	CUL1
Cre07.g327050	
Cre07.g336050	
Cre07.g342250	PFD2
Cre07.g320750	CYG12
Cre07.g325500	CHLH1
Cre07.g322176	
Cre07.g337350	
Cre07.g347350	FIP37A
Cre07.g315450	CSG2
Cre07.g352251	
Cre07.g317908	
Cre07.g312850	
Cre07.g339000	
Cre07.g313800	CGL138
Cre07.g319750	HEL35
Cre07.g341551	
Cre07.g330600	
Cre07.g321550	
Cre07.g317150	MKP7
Cre07.g341100	
Cre07.g352650	
Cre07.g335150	
Cre07.g348850	MRPL2
Cre07.g349520	
Cre07.g342700	
Cre07.g320000	
Cre07.g326150	
Cre07.g356960	
Cre07.g325000	CYP738A1
Cre07.g329200	
Cre07.g318276	
Cre07.g325713	
Cre07.g341300	XAP5
Cre07.g355300	
Cre07.g325727	
Cre07.g333252	
Cre07.g356500	
Cre07.g343800	
Cre07.g345250	
Cre07.g327500	
Cre07.g350926	
Cre07.g324750	
Cre07.g325400	LEU3
Cre07.g339850	
Cre07.g324200	BTA1
Cre07.g343333	
Cre07.g326650	
Cre07.g349250	
Cre07.g343250	
Cre07.g320300	
Cre07.g347900	
Cre07.g315950	
Cre07.g333535	CAV9
Cre07.g351450	
Cre07.g313550	
Cre07.g314900	HEL34
Cre07.g320650	PIGV
Cre07.g337933	
Cre07.g350400	PIN3
Cre07.g315850	
Cre07.g346800	
Cre07.g328000	
Cre07.g317576	
Cre07.g338602	POLH1
Cre07.g314150	ZDS1
Cre07.g338500	
Cre07.g346600	
Cre07.g332050	
Cre07.g316050	CDJ2
Cre07.g318500	
Cre07.g332300	GWD2
Cre07.g338400	
Cre07.g341600	CGE1b;CGE1
Cre07.g333000	CEP4
Cre07.g335750	IFT88
Cre07.g339150	CPN60B2
Cre07.g352900	
Cre07.g331650	
Cre07.g317050	UBQ6
Cre07.g324233	
Cre07.g322900	
Cre07.g315300	CSG4
Cre07.g354976	
Cre07.g354550	
Cre07.g346500	
Cre07.g346400	
Cre07.g313100	
Cre07.g328950	
Cre07.g314600	RPI2
Cre07.g321900	
Cre07.g323250	
Cre07.g318900	DNJ2
Cre07.g339900	MAPKKK5
Cre07.g336850	
Cre07.g325719	
Cre07.g317650	
Cre07.g357000	
Cre07.g354900	
Cre07.g351850	
Cre07.g348150	
Cre07.g327687	
Cre07.g343750	
Cre07.g324600	AP2S2
Cre07.g353850	
Cre07.g340250	
Cre07.g329850	KCN5
Cre07.g355466	AGE2
Cre07.g315550	
Cre07.g336400	
Cre07.g319310	
Cre07.g323450	
Cre07.g353555	
Cre07.g350800	
Cre07.g350750	PTOX1
Cre07.g321100	
Cre07.g322700	
Cre07.g331300	AGP3
Cre07.g338200	
Cre07.g323950	PHX23
Cre07.g357250	
Cre07.g333640	
Cre07.g334300	TRP6
Cre07.g352400	
Cre07.g343600	
Cre07.g340950	AXL4
Cre07.g350250	
Cre07.g344668	
Cre07.g339300	HEP3
Cre07.g330200	RSP9
Cre07.g323600	
Cre07.g330250	PSAH
Cre07.g335650	
Cre07.g345900	DCL3
Cre11.g481250	
Cre11.g482400	
Cre11.g480100	
Cre11.g467550	
Cre11.g467608	MMP12
Cre11.g467728	
Cre11.g475450	
Cre11.g477800	HDA10
Cre11.g467634	
Cre11.g478750	FKB15-2
Cre11.g467682	
Cre11.g467560	DYX1C1
Cre11.g478450	
Cre11.g467717	
Cre11.g467624	
Cre11.g481050	
Cre11.g480050	EXN14
Cre11.g467541	
Cre11.g480132	
Cre11.g467743	
Cre11.g479050	FKB15-1
Cre11.g467778	
Cre11.g481450	ATPG
Cre11.g467642	
Cre11.g467572	
Cre11.g478350	
Cre11.g467737	
Cre11.g475950	HLM16
Cre11.g478050	
Cre11.g467706	
Cre11.g469300	
Cre11.g480750	
Cre11.g469224	
Cre11.g468359	GAS31
Cre11.g467544	IDI1
Cre11.g467656	
Cre11.g480502	
Cre11.g481093	
Cre11.g467551	
Cre11.g467616	IFT56
Cre11.g483400	ELG10
Cre11.g467738	
Cre11.g467582	FAP306
Cre11.g467786	
Cre11.g481833	
Cre11.g482250	
Cre11.g479750	SRP54L
Cre11.g475100	
Cre11.g468850	FAP152
Cre11.g467725	
Cre11.g467677	
Cre11.g467537	PPR12
Cre11.g467581	
Cre11.g482626	
Cre11.g478456	
Cre11.g476950	
Cre11.g467648	RBL3
Cre11.g467730	
Cre11.g467702	
Cre11.g480700	
Cre11.g469000	FAP107
Cre11.g477625	CHLH2
Cre11.g480150	RPS14
Cre11.g467693	
Cre11.g478700	FKB15-4
Cre11.g468650	
Cre11.g467775	
Cre11.g467640	
Cre11.g474900	
Cre11.g478300	SOM4
Cre11.g480060	
Cre11.g467579	CSC6
Cre11.g479150	
Cre11.g467696	
Cre11.g467900	
Cre11.g483033	
Cre11.g482900	RAB20
Cre11.g467744	
Cre11.g467652	
Cre11.g467718	HSC20A
Cre11.g467571	
Cre11.g467713	
Cre11.g481500	HIS7
Cre11.g476400	MAG1
Cre11.g479100	
Cre11.g483150	
Cre11.g467591	
Cre11.g468900	FAP404
Cre11.g467588	
Cre11.g467794	
Cre11.g467752	
Cre11.g467565	
Cre11.g475700	
Cre11.g467615	
Cre11.g467670	
Cre11.g482001	FAP208
Cre11.g468368	
Cre11.g467758	
Cre11.g467736	
Cre11.g468356	
Cre11.g467602	
Cre11.g467621	CSU7
Cre11.g467627	
Cre11.g476050	DHC15
Cre11.g475050	
Cre11.g482600	
Cre11.g478650	
Cre11.g467705	
Cre11.g476900	
Cre11.g467561	FAP222
Cre11.g467641	
Cre11.g467720	
Cre11.g469150	
Cre11.g477700	
Cre11.g479700	DFO1
Cre11.g468250	
Cre11.g467664	
Cre11.g467753	HMO2
Cre11.g467594	
Cre11.g467542	
Cre11.g481082	
Cre11.g480250	
Cre11.g467635	MOT22
Cre11.g467583	
Cre11.g469800	
Cre11.g467701	
Cre11.g479650	
Cre11.g467710	VSP1
Cre11.g475300	
Cre11.g474850	PUS17
Cre11.g482850	
Cre11.g467654	
Cre11.g475750	
Cre11.g467531	
Cre11.g469187	
Cre11.g468600	
Cre11.g478600	
Cre11.g468800	PHC71
Cre11.g475200	
Cre11.g467590	
Cre11.g474700	
Cre11.g467653	
Cre11.g475000	IFT121
Cre11.g481700	
Cre11.g467792	
Cre11.g467708	
Cre11.g467617	LCI19
Cre11.g467678	COP6
Cre11.g467699	SEC1
Cre11.g469750	
Cre11.g467644	CLPB1
Cre11.g481951	
Cre11.g477900	
Cre11.g468063	
Cre11.g479350	
Cre11.g479200	
Cre11.g467618	
Cre11.g482101	
Cre11.g480400	PHC39
Cre11.g467800	
Cre11.g483450	
Cre11.g482676	
Cre11.g467756	MMP5
Cre11.g467796	
Cre11.g467524	
Cre11.g467732	
Cre11.g467665	
Cre11.g476550	ADH11
Cre11.g480600	
Cre11.g475500	
Cre11.g478025	
Cre11.g467553	
Cre11.g467788	
Cre11.g481350	
Cre11.g476250	
Cre11.g476700	MPA9
Cre11.g469375	
Cre11.g467622	
Cre11.g467773	
Cre11.g478850	
Cre11.g467704	
Cre11.g467687	
Cre11.g477150	
Cre11.g467609	
Cre11.g467668	NUOB22
Cre11.g481115	
Cre11.g467584	
Cre11.g476850	DRC4
Cre11.g467529	
Cre11.g467663	
Cre11.g467760	
Cre11.g482483	
Cre11.g468365	
Cre11.g467680	
Cre11.g476000	
Cre11.g467757	
Cre11.g476750	FNR1
Cre11.g477250	
Cre11.g467692	
Cre11.g467532	
Cre11.g467655	IMP1
Cre11.g467731	
Cre11.g467715	
Cre11.g467528	CAV4
Cre11.g479383	
Cre11.g482841	
Cre11.g467595	
Cre11.g476650	PUL1
Cre11.g467578	RPL28
Cre11.g477950	
Cre11.g467525	
Cre11.g475150	
Cre11.g467707	ATP4
Cre11.g479250	
Cre11.g467626	
Cre11.g481400	
Cre11.g480000	
Cre11.g482450	
Cre11.g467793	
Cre11.g467742	
Cre11.g469600	HDA9
Cre11.g467629	
Cre11.g481104	
Cre11.g467530	
Cre11.g467780	
Cre11.g467643	
Cre11.g467552	
Cre11.g479600	CAX6
Cre11.g478800	
Cre11.g476800	MRPL15
Cre11.g467785	
Cre11.g467639	
Cre11.g467632	
Cre11.g467703	
Cre11.g467689	PETC
Cre11.g474750	
Cre11.g467600	
Cre11.g479950	CGL7
Cre11.g467500	
Cre11.g478000	
Cre11.g469350	TTL12
Cre11.g482650	EZY3
Cre11.g468362	
Cre11.g467722	
Cre11.g467675	
Cre11.g478240	
Cre11.g467850	PGA6
Cre11.g483100	
Cre11.g467769	
Cre11.g474800	OTA1
Cre11.g467548	
Cre11.g467716	
Cre11.g467776	
Cre11.g480900	
Cre11.g467538	GOX8
Cre11.g475800	
Cre11.g481375	
Cre11.g476200	
Cre11.g483351	PHC44
Cre11.g480725	
Cre11.g467540	GOX7
Cre11.g476500	
Cre11.g475550	UMM10
Cre11.g468200	
Cre11.g477100	FAP97
Cre11.g479300	
Cre11.g467661	
Cre11.g467768	
Cre11.g467734	
Cre11.g467563	
Cre11.g469033	
Cre11.g467576	
Cre11.g467662	
Cre11.g482050	
Cre11.g481650	
Cre11.g481866	
Cre11.g475400	
Cre11.g468353	
Cre11.g476300	
Cre11.g467764	
Cre11.g467754	
Cre11.g478128	
Cre11.g467577	
Cre11.g467555	
Cre11.g467526	
Cre11.g467659	
Cre11.g467400	
Cre11.g467781	FAP151
Cre11.g482700	
Cre11.g467619	
Cre11.g467683	
Cre11.g467539	GOX6
Cre11.g469450	CGL124
Cre11.g467739	IFT54
Cre11.g467586	
Cre11.g467545	
Cre11.g480451	PHC42
Cre11.g480800	
Cre11.g467638	
Cre11.g475900	
Cre11.g479900	
Cre11.g467650	
Cre11.g467772	CYCD1
Cre11.g467593	
Cre11.g467598	
Cre11.g467695	
Cre11.g477200	IFR1
Cre11.g468377	
Cre11.g472226	
Cre11.g468550	ATPVG
Cre11.g482750	
Cre11.g467568	
Cre11.g468380	
Cre11.g467610	
Cre11.g467547	
Cre11.g481126	
Cre11.g467690	
Cre11.g467559	
Cre11.g480300	
Cre11.g468100	PDE30
Cre11.g478950	
Cre11.g467779	
Cre11.g467790	
Cre11.g467533	
Cre11.g467671	
Cre11.g483301	
Cre11.g467723	KAS1
Cre11.g468000	
Cre11.g467676	
Cre11.g476376	FAP221
Cre11.g467585	
Cre11.g467685	
Cre11.g479416	
Cre11.g480950	
Cre11.g467747	
Cre11.g467527	
Cre11.g467684	
Cre11.g467673	PDE24
Cre11.g467450	SOM3
Cre11.g467791	
Cre11.g467721	
Cre11.g478528	
Cre11.g481750	GAS30
Cre11.g475350	
Cre11.g467767	NUO13
Cre11.g467562	
Cre11.g467628	
Cre11.g467688	
Cre11.g474950	
Cre11.g479450	
Cre11.g467620	
Cre11.g467658	
Cre11.g467733	
Cre11.g467782	
Cre11.g469100	
Cre11.g467633	
Cre11.g475576	
Cre11.g467575	CLPB4
Cre11.g482200	FBB9
Cre11.g468075	
Cre11.g467611	
Cre11.g469400	HKR4
Cre11.g478156	AP1B1
Cre11.g479850	CYN59
Cre11.g467558	
Cre11.g467554	
Cre11.g475850	ZNJ1
Cre11.g467569	ATPD
Cre11.g467587	
Cre11.g467771	
Cre11.g474650	
Cre11.g476100	MCD1
Cre11.g478966	
Cre11.g468383	
Cre11.g468500	MPA8
Cre11.g467719	
Cre11.g467787	
Cre11.g482800	
Cre11.g480650	
Cre11.g467604	
Cre11.g467741	
Cre11.g467570	
Cre11.g477400	CYG43
Cre11.g481313	
Cre11.g467660	ELG17
Cre11.g467691	
Cre11.g476325	
Cre11.g469650	
Cre11.g477450	
Cre11.g467748	
Cre11.g467774	
Cre11.g467603	
Cre11.g480551	
Cre11.g467724	
Cre11.g467645	
Cre11.g467669	
Cre11.g467534	
Cre11.g482550	
Cre11.g467694	
Cre11.g467612	
Cre11.g467755	
Cre11.g467592	
Cre11.g476600	
Cre11.g476450	
Cre11.g483000	
Cre11.g467697	
Cre11.g479500	PRPL4
Cre11.g467566	
Cre11.g482300	FAP305
Cre11.g467614	
Cre11.g478184	
Cre11.g467783	
Cre11.g467636	
Cre11.g467726	
Cre11.g477000	
Cre11.g467795	
Cre11.g467762	
Cre11.g479800	
Cre11.g481550	
Cre11.g467630	AMI2
Cre11.g481800	
Cre11.g467789	
Cre11.g477350	
Cre11.g467729	
Cre11.g467667	
Cre11.g467674	
Cre11.g468371	
Cre11.g467749	
Cre11.g477750	
Cre11.g467557	
Cre11.g467950	FAP383
Cre11.g467745	GCP3
Cre11.g467522	
Cre11.g467646	
Cre11.g476026	
Cre11.g478982	
Cre11.g467751	
Cre11.g467714	
Cre11.g468350	
Cre11.g467777	
Cre11.g467605	
Cre11.g467711	
Cre11.g475600	FAP362
Cre11.g468400	
Cre11.g467535	MCP26
Cre11.g483200	
Cre11.g482150	
Cre11.g467649	OPR107
Cre11.g467770	PGK1
Cre11.g467763	
Cre11.g467679	
Cre11.g480116	
Cre11.g467766	
Cre11.g467727	
Cre11.g468300	SAR1
Cre11.g468450	DLE2
Cre11.g467574	
Cre11.g467750	
Cre11.g481200	PFH6
Cre11.g477500	
Cre11.g467567	UBQ1
Cre11.g468700	CPLD65
Cre11.g480200	
Cre11.g467597	
Cre11.g467672	
Cre11.g477050	
Cre11.g469550	
Cre11.g467631	CGL90
Cre11.g477550	
Cre11.g467698	
Cre11.g482351	
Cre11.g478400	
Cre11.g477850	TXC1
Cre11.g467613	
Cre11.g480350	
Cre11.g476351	
Cre11.g467549	
Cre11.g481900	
Cre11.g467607	
Cre11.g467546	
Cre11.g467686	
Cre11.g467784	
Cre11.g481300	
Cre11.g478626	
Cre11.g478212	
Cre11.g477733	
Cre11.g482952	
Cre11.g467759	
Cre11.g467681	
Cre11.g475432	
Cre11.g476150	
Cre11.g482276	
Cre11.g467761	
Cre11.g477300	FAP8
Cre11.g479000	CYG7
Cre11.g467601	
Cre11.g467637	
Cre11.g467564	ARL16
Cre11.g467666	LCI13
Cre11.g467735	
Cre11.g467623	
Cre11.g481150	
Cre11.g468374	
Cre11.g483250	PHC45
Cre11.g467657	
Cre11.g467573	LHCA3
Cre11.g481000	
Cre11.g478100	
Cre11.g467523	
Cre11.g467556	
Cre11.g480851	RRA3
Cre11.g467589	
Cre11.g467596	
Cre11.g468950	QCR9
Cre11.g475650	
Cre11.g467700	UROD1
Cre11.g467651	
Cre11.g467536	
Cre11.g468050	VIPP2
Cre11.g467606	
Cre11.g467580	FAP370
Cre11.g467647	
Cre11.g467746	
Cre11.g479550	
Cre11.g467765	
Cre11.g467599	
Cre11.g467709	
Cre11.g468750	CPLD48
Cre11.g480079	
Cre11.g467543	
Cre11.g475626	
Cre11.g469500	
Cre11.g467350	
Cre11.g468150	
Cre11.g467740	
Cre11.g481600	GAS28
Cre11.g467712	
Cre14.g625550	
Cre14.g632775	
Cre14.g608400	
Cre14.g619613	
Cre14.g626500	
Cre14.g618400	
Cre14.g617800	
Cre14.g616100	FKB53
Cre14.g617550	DLE3
Cre14.g618200	
Cre14.g617200	RLS7
Cre14.g631550	
Cre14.g619950	
Cre14.g615100	MSR1
Cre14.g610501	
Cre14.g624800	
Cre14.g617100	SRS9
Cre14.g619200	
Cre14.g611800	
Cre14.g613250	
Cre14.g628237	
Cre14.g621501	
Cre14.g622850	RAD51
Cre14.g613000	
Cre14.g630000	KIR2
Cre14.g610700	PHC72
Cre14.g631150	CEP14
Cre14.g627200	
Cre14.g623439	
Cre14.g608800	
Cre14.g621200	
Cre14.g627455	
Cre14.g630763	
Cre14.g633150	OPR66
Cre14.g633250	
Cre14.g623176	
Cre14.g630376	
Cre14.g633425	
Cre14.g628350	HSLV1
Cre14.g628900	
Cre14.g625300	CAX3
Cre14.g632600	
Cre14.g608452	
Cre14.g613750	
Cre14.g616450	CYG46
Cre14.g609950	
Cre14.g627576	DHC7
Cre14.g633100	
Cre14.g610200	
Cre14.g630550	DEG1B
Cre14.g612800	
Cre14.g628650	MME4
Cre14.g614100	GTR26
Cre14.g621751	USP
Cre14.g626100	
Cre14.g610750	
Cre14.g614200	
Cre14.g612633	PHC58
Cre14.g609400	
Cre14.g614600	
Cre14.g627750	
Cre14.g613350	
Cre14.g611100	FAP27
Cre14.g627000	
Cre14.g615200	
Cre14.g615650	
Cre14.g624950	DHC10
Cre14.g619300	CYN16
Cre14.g632050	
Cre14.g619550	POA7
Cre14.g632350	FAP138
Cre14.g611400	
Cre14.g632839	
Cre14.g611051	
Cre14.g620000	
Cre14.g609030	
Cre14.g625600	FHL10
Cre14.g633400	PGA7
Cre14.g616400	
Cre14.g618300	
Cre14.g631148	
Cre14.g630200	FAP312
Cre14.g631850	
Cre14.g618820	CSB57
Cre14.g627850	
Cre14.g632783	
Cre14.g618611	
Cre14.g622951	
Cre14.g626550	
Cre14.g620600	PHC2
Cre14.g631500	
Cre14.g622270	
Cre14.g633904	
Cre14.g620702	PHC24
Cre14.g628200	
Cre14.g629464	CSB58
Cre14.g610663	
Cre14.g625251	CSV12
Cre14.g627350	
Cre14.g613600	HSP70H
Cre14.g631050	
Cre14.g627444	
Cre14.g623200	LAP1
Cre14.g614000	CGL17
Cre14.g608500	
Cre14.g610550	
Cre14.g615450	
Cre14.g622700	
Cre14.g620350	GCH3
Cre14.g631100	SRR29
Cre14.g625625	FTSH11
Cre14.g615224	
Cre14.g629960	
Cre14.g627700	
Cre14.g622650	
Cre14.g614750	
Cre14.g630847	TAL2
Cre14.g608150	
Cre14.g626300	
Cre14.g627500	
Cre14.g624850	
Cre14.g633200	
Cre14.g630400	
Cre14.g613426	
Cre14.g618750	FAP246
Cre14.g631575	
Cre14.g628050	COG1
Cre14.g633903	
Cre14.g612976	
Cre14.g618776	FAP246
Cre14.g629102	
Cre14.g612700	DRC7
Cre14.g623850	
Cre14.g608950	
Cre14.g627488	
Cre14.g614151	
Cre14.g620951	
Cre14.g629500	
Cre14.g619100	CLPR1
Cre14.g611450	PLAP7
Cre14.g625750	TIC22
Cre14.g616376	
Cre14.g613075	
Cre14.g632000	CGE2
Cre14.g629840	
Cre14.g624600	
Cre14.g615634	
Cre14.g614226	
Cre14.g614650	
Cre14.g625950	PAP4
Cre14.g623800	
Cre14.g630787	
Cre14.g629880	
Cre14.g619750	
